NEZG_ID,VREME_NEZ,GPS_X,GPS_Y,VRSTA_NEZ,NAZIV_TIP,NAZIV_DET,_COL8,_COL9,WGS_X,WGS_Y
1072077,"20.04.2015,20:45",7459182,4961242,Sa mat.stetom,,,,,20.47864577920,44.79455932430
1072085,"23.04.2015,12:00",7454521,4959212,Sa mat.stetom,,,,,20.41992039190,44.77600832320
1072090,"02.05.2015,18:10",7456904,4964028,Sa mat.stetom,,,,,20.44961813700,44.81949646530
1092344,"03.07.2015,18:10",7460952,4959936,Sa mat.stetom,,,,,20.50111669890,44.78290576770
1055701,"03.03.2015,07:35",7462348,4967122,Sa mat.stetom,,,,,20.51822125470,44.84764937770
1055791,"02.03.2015,07:50",7454718,4963068,Sa mat.stetom,,,,,20.42206463950,44.81072142650
1055801,"02.03.2015,08:10",7453025,4963716,Sa mat.stetom,,,,,20.40060181890,44.81644296290
1056106,"04.03.2015,19:50",7457188,4964890,Sa mat.stetom,,,,,20.45313600740,44.82727086170
1056108,"04.03.2015,18:25",7452926,4962370,Sa mat.stetom,,,,,20.39947532850,44.80432370670
1056288,"05.03.2015,17:45",7453753,4956732,Sa mat.stetom,,,,,20.41044331650,44.75364099930
1056292,"05.03.2015,20:45",7454835,4962475,Sa mat.stetom,,,,,20.42359665840,44.80539241320
1056298,"04.03.2015,07:30",7454210,4966659,Sa mat.stetom,,,,,20.41531738750,44.84300444180
1075287,"13.05.2015,10:20",7449930,4965208,Sa mat.stetom,,,,,20.36132399770,44.82965819520
1075719,"15.05.2015,18:15",7450447,4967171,Sa mat.stetom,,,,,20.36766952680,44.84735934970
1076193,"02.05.2015,02:00",7462766,4959682,Sa mat.stetom,,,,,20.52405712320,44.78071727280
1076194,"17.05.2015,13:47",7459225,4965441,Sa povredjenim,,,,,20.47885067580,44.83234925180
1076208,"17.05.2015,20:35",7462375,4960095,Sa mat.stetom,,,,,20.51908593160,44.78441338120
1092541,"04.07.2015,13:50",7456941,4956114,Sa mat.stetom,,,,,20.45075855890,44.74827934100
1092543,"04.07.2015,10:00",7459498,4957914,Sa mat.stetom,,,,,20.48290561910,44.76462800750
1092547,"04.07.2015,11:00",7459980,4961936,Sa mat.stetom,,,,,20.48867642430,44.80085013760
1092572,"04.07.2015,17:20",7454684,4962653,Sa mat.stetom,,,,,20.42167197230,44.80698464260
1049362,"30.01.2015,08:00",7462678,4962310,Sa mat.stetom,,,,,20.52275135710,44.80436268630
1055745,"10.02.2015,11:25",7454325,4956783,Sa mat.stetom,,,,,20.41766276360,44.75413686000
1055747,"10.02.2015,10:40",7455313,4953262,Sa mat.stetom,,,,,20.43045053870,44.72251333310
1055749,"10.02.2015,09:20",7457740,4955830,Sa mat.stetom,,,,,20.46087226280,44.74577141380
1055750,"10.02.2015,15:15",7459294,4956469,Sa mat.stetom,,,,,20.48044467550,44.75161245700
