"","DateTime","Day","Month","Year","Time","Hour","Minute","Lat","Lon","Type","Outcome"
"5915","02/06/2015, 16:00","06","02","2015","16:00","16","00",44.7770435803,20.5003203642,"None","Damage"
"2191","02/06/2015, 16:05","06","02","2015","16:05","16","05",44.8219125441,20.4955723977,"None","Damage"
"4455","02/06/2015, 16:10","06","02","2015","16:10","16","10",44.7062252414,20.5086123353,"None","Damage"
"5790","02/06/2015, 16:10","06","02","2015","16:10","16","10",44.7507393372,20.4347212285,"None","Damage"
"988","02/06/2015, 16:40","06","02","2015","16:40","16","40",44.727696975,20.4777036469,"None","Damage"
"2061","02/06/2015, 17:00","06","02","2015","17:00","17","00",44.8944003858,20.2982432638,"None","Injury"
"3850","02/06/2015, 17:00","06","02","2015","17:00","17","00",44.7691813771,20.4153393147,"None","Damage"
"5911","02/06/2015, 17:00","06","02","2015","17:00","17","00",44.790521582,20.4228846479,"None","Damage"
"5791","02/06/2015, 17:20","06","02","2015","17:20","17","20",44.790521582,20.4228846479,"None","Damage"
"4034","02/06/2015, 17:30","06","02","2015","17:30","17","30",44.7354829369,20.4198946303,"None","Damage"
"5816","02/06/2015, 17:30","06","02","2015","17:30","17","30",44.9417269356,20.4258260884,"None","Injury"
"4033","02/06/2015, 18:00","06","02","2015","18:00","18","00",44.7493144842,20.4377913058,"None","Damage"
"987","02/06/2015, 18:05","06","02","2015","18:05","18","05",44.7810547099,20.4997046845,"None","Damage"
"3851","02/06/2015, 18:30","06","02","2015","18:30","18","30",44.7434231477,20.4257632944,"None","Damage"
"1994","02/06/2015, 21:00","06","02","2015","21:00","21","00",44.8064368577,20.4742917459,"None","Injury"
"5758","02/06/2015, 21:30","06","02","2015","21:30","21","30",44.823727282,20.4554961035,"None","Damage"
"5712","02/06/2015, 22:00","06","02","2015","22:00","22","00",44.8072673003,20.4277877805,"None","Injury"
"708","02/06/2015, 22:10","06","02","2015","22:10","22","10",44.803169508,20.4289910714,"None","Damage"
"4377","02/06/2015, 23:30","06","02","2015","23:30","23","30",44.763153495,20.4974077878,"None","Damage"
"6367","03/06/2015, 06:30","06","03","2015","06:30","06","30",44.8070654329,20.4075250691,"None","Damage"
"4964","03/06/2015, 07:50","06","03","2015","07:50","07","50",44.8068227848,20.4075907507,"None","Damage"
"6524","03/06/2015, 08:00","06","03","2015","08:00","08","00",44.7800500869,20.4684143478,"None","Injury"
"6413","03/06/2015, 08:10","06","03","2015","08:10","08","10",44.8135446856,20.4269294645,"None","Damage"
"1520","03/06/2015, 08:25","06","03","2015","08:25","08","25",44.7254785705,20.4205370201,"None","Damage"
"3461","03/06/2015, 08:30","06","03","2015","08:30","08","30",44.9438957058,20.4240178519,"None","Damage"
"3462","03/06/2015, 08:30","06","03","2015","08:30","08","30",44.8000146764,20.4890124119,"None","Damage"
"3407","03/06/2015, 08:45","06","03","2015","08:45","08","45",44.8162252411,20.3951293279,"None","Damage"
"4965","03/06/2015, 08:55","06","03","2015","08:55","08","55",44.8039930758,20.3863193989,"None","Damage"
"3484","03/06/2015, 09:10","06","03","2015","09:10","09","10",44.8064384702,20.470726801,"None","Damage"
"4839","03/06/2015, 09:15","06","03","2015","09:15","09","15",44.759271197,20.5197229017,"None","Damage"
"4938","03/06/2015, 09:20","06","03","2015","09:20","09","20",44.7977094405,20.4787060294,"None","Damage"
"4773","03/06/2015, 09:25","06","03","2015","09:25","09","25",44.8252084754,20.4127777009,"None","Injury"
"1761","03/06/2015, 09:45","06","03","2015","09:45","09","45",44.9070447629,20.2737251626,"None","Damage"
"1618","03/06/2015, 11:00","06","03","2015","11:00","11","00",44.823492605,20.4687885376,"None","Damage"
"3797","03/06/2015, 11:20","06","03","2015","11:20","11","20",44.7659201729,20.4129213149,"None","Injury"
"6197","03/06/2015, 11:30","06","03","2015","11:30","11","30",44.8197177264,20.4582901677,"None","Damage"
"1642","03/06/2015, 11:37","06","03","2015","11:37","11","37",44.8040823896,20.3861920451,"None","Injury"
"3351","03/06/2015, 11:50","06","03","2015","11:50","11","50",44.7972527554,20.461659313,"None","Damage"
"4966","03/06/2015, 12:05","06","03","2015","12:05","12","05",44.7991882972,20.4504044279,"None","Damage"
"6608","03/06/2015, 12:05","06","03","2015","12:05","12","05",44.8103419883,20.4800719706,"None","Damage"
"3408","03/06/2015, 12:35","06","03","2015","12:35","12","35",44.8172144201,20.4211402803,"None","Damage"
"1516","03/06/2015, 12:45","06","03","2015","12:45","12","45",44.8012086533,20.3856535704,"None","Damage"
"1534","03/06/2015, 12:45","06","03","2015","12:45","12","45",44.821777362,20.3967280075,"None","Damage"
"3459","03/06/2015, 12:50","06","03","2015","12:50","12","50",44.8020831743,20.3876289088,"None","Damage"
"3274","03/06/2015, 13:00","06","03","2015","13:00","13","00",44.7765952674,20.5007032634,"None","Damage"
"4941","03/06/2015, 13:00","06","03","2015","13:00","13","00",44.8805358452,20.4525454042,"None","Damage"
"3460","03/06/2015, 13:40","06","03","2015","13:40","13","40",44.7638410734,20.4721498827,"None","Damage"
"3409","03/06/2015, 13:45","06","03","2015","13:45","13","45",44.8414308016,20.413802676,"None","Damage"
"3424","03/06/2015, 14:00","06","03","2015","14:00","14","00",44.7687546369,20.4780051331,"None","Damage"
"1643","03/06/2015, 14:10","06","03","2015","14:10","14","10",44.7807168204,20.5047998888,"None","Injury"
"5000","03/06/2015, 14:10","06","03","2015","14:10","14","10",44.7745158879,20.4724321535,"None","Injury"
"4841","03/06/2015, 14:30","06","03","2015","14:30","14","30",44.8049278045,20.4537127619,"None","Damage"
"3272","03/06/2015, 15:00","06","03","2015","15:00","15","00",44.7933998705,20.4633506415,"None","Damage"
"3350","03/06/2015, 15:10","06","03","2015","15:10","15","10",44.7280006425,20.4831547109,"None","Damage"
"4942","03/06/2015, 15:30","06","03","2015","15:30","15","30",44.8110329061,20.4756661683,"None","Damage"
"5047","03/06/2015, 15:30","06","03","2015","15:30","15","30",44.7768101302,20.4042827444,"None","Damage"
"6609","03/06/2015, 16:25","06","03","2015","16:25","16","25",44.7701390747,20.4107942056,"None","Damage"
"4943","03/06/2015, 17:00","06","03","2015","17:00","17","00",44.8110600191,20.4756912091,"None","Damage"
"3273","03/06/2015, 17:10","06","03","2015","17:10","17","10",44.7639391662,20.4939271208,"None","Injury"
"6619","03/06/2015, 17:15","06","03","2015","17:15","17","15",44.8131550576,20.4892509698,"None","Damage"
"3485","03/06/2015, 17:45","06","03","2015","17:45","17","45",44.7677938021,20.4132561467,"None","Damage"
"3486","03/06/2015, 17:45","06","03","2015","17:45","17","45",44.6802856123,20.3865995761,"None","Damage"
"6504","03/06/2015, 18:10","06","03","2015","18:10","18","10",44.852497195,20.537209164,"None","Injury"
"8633","03/06/2015, 18:15","06","03","2015","18:15","18","15",44.8105085294,20.4653925552,"None","Injury"
"4862","03/06/2015, 19:00","06","03","2015","19:00","19","00",44.7937882311,20.5036523038,"None","Damage"
"1517","03/06/2015, 20:10","06","03","2015","20:10","20","10",44.743608363,20.4304211621,"None","Damage"
"6416","03/06/2015, 20:15","06","03","2015","20:15","20","15",44.8046121125,20.4535640331,"None","Injury"
"6618","03/06/2015, 20:50","06","03","2015","20:50","20","50",44.9789081673,20.4161500597,"None","Damage"
"4753","03/06/2015, 21:00","06","03","2015","21:00","21","00",44.7855007307,20.4815070716,"None","Damage"
"1879","03/06/2015, 21:15","06","03","2015","21:15","21","15",44.8846937952,20.4507086131,"None","Damage"
"3589","03/06/2015, 21:15","06","03","2015","21:15","21","15",44.8058942099,20.4836134203,"None","Injury"
"4813","03/06/2015, 22:50","06","03","2015","22:50","22","50",44.8024926271,20.4679059008,"None","Damage"
"3488","03/06/2015, 23:00","06","03","2015","23:00","23","00",44.8473421093,20.366176951,"None","Injury"
"3588","03/06/2015, 23:25","06","03","2015","23:25","23","25",44.818467533,20.4489956692,"None","Damage"
"2655","04/06/2015, 00:30","06","04","2015","00:30","00","30",44.8287323253,20.4576749814,"None","Damage"
"2794","04/06/2015, 00:45","06","04","2015","00:45","00","45",44.7244058729,20.4512990547,"None","Damage"
"4256","04/06/2015, 05:30","06","04","2015","05:30","05","30",44.8043824011,20.4816421811,"None","Damage"
"4461","04/06/2015, 06:00","06","04","2015","06:00","06","00",44.7928914606,20.5064783678,"None","Damage"
"5798","04/06/2015, 06:30","06","04","2015","06:30","06","30",44.8502703917,20.358706069,"None","Damage"
"2656","04/06/2015, 06:50","06","04","2015","06:50","06","50",44.8113701133,20.4312114854,"None","Injury"
"5331","04/06/2015, 06:50","06","04","2015","06:50","06","50",44.7687391629,20.4133350508,"None","Damage"
"4257","04/06/2015, 08:45","06","04","2015","08:45","08","45",44.7899304911,20.468172439,"None","Damage"
"4252","04/06/2015, 09:10","06","04","2015","09:10","09","10",44.8069995628,20.4228475037,"None","Damage"
"2486","04/06/2015, 09:20","06","04","2015","09:20","09","20",44.8456957828,20.4101416579,"None","Injury"
"5332","04/06/2015, 09:30","06","04","2015","09:30","09","30",44.7905780718,20.4939609522,"None","Damage"
"1120","04/06/2015, 09:50","06","04","2015","09:50","09","50",44.8668113085,20.4755801038,"None","Damage"
"4253","04/06/2015, 10:40","06","04","2015","10:40","10","40",44.8205733209,20.3902790771,"None","Damage"
"1002","04/06/2015, 10:45","06","04","2015","10:45","10","45",44.7320998482,20.586419336,"None","Damage"
"4258","04/06/2015, 11:10","06","04","2015","11:10","11","10",44.7803813704,20.5021492005,"None","Damage"
"5925","04/06/2015, 11:30","06","04","2015","11:30","11","30",44.7799999297,20.4810506319,"None","Damage"
"5928","04/06/2015, 11:50","06","04","2015","11:50","11","50",44.7611378528,20.4792986656,"None","Damage"
"5333","04/06/2015, 12:00","06","04","2015","12:00","12","00",44.8166029248,20.4814573815,"None","Damage"
"4255","04/06/2015, 13:00","06","04","2015","13:00","13","00",44.8055090794,20.4343786103,"None","Injury"
"4254","04/06/2015, 13:02","06","04","2015","13:02","13","02",44.8055090794,20.4343786103,"None","Injury"
"2681","04/06/2015, 13:05","06","04","2015","13:05","13","05",44.8055090794,20.4343786103,"None","Injury"
"691","04/06/2015, 13:30","06","04","2015","13:30","13","30",44.7917482223,20.514854675,"None","Injury"
"5927","04/06/2015, 13:45","06","04","2015","13:45","13","45",44.8030606478,20.4661941884,"None","Damage"
"4259","04/06/2015, 14:00","06","04","2015","14:00","14","00",44.7985884747,20.4491840272,"None","Damage"
"5926","04/06/2015, 15:25","06","04","2015","15:25","15","25",44.8023924471,20.3882450455,"None","Damage"
"2487","04/06/2015, 16:15","06","04","2015","16:15","16","15",44.8101513143,20.4004138643,"None","Injury"
"5799","04/06/2015, 17:00","06","04","2015","17:00","17","00",44.7948900604,20.4722474437,"None","Damage"
"2364","04/06/2015, 17:05","06","04","2015","17:05","17","05",44.8021016768,20.3810176547,"None","Injury"
"372","04/06/2015, 17:10","06","04","2015","17:10","17","10",44.8383023729,20.3835536022,"None","Injury"
"2363","04/06/2015, 19:10","06","04","2015","19:10","19","10",44.8100313111,20.3812113259,"None","Injury"
"5309","04/06/2015, 20:00","06","04","2015","20:00","20","00",44.8107571715,20.4202311158,"None","Damage"
"4260","04/06/2015, 20:17","06","04","2015","20:17","20","17",44.8070604778,20.3711042904,"None","Damage"
"4261","04/06/2015, 21:15","06","04","2015","21:15","21","15",44.7935969853,20.4787807896,"None","Injury"
"3988","04/06/2015, 23:00","06","04","2015","23:00","23","00",44.8113666793,20.4197446145,"None","Damage"
"3989","04/06/2015, 23:40","06","04","2015","23:40","23","40",44.801633405,20.4887453835,"None","Damage"
"5746","05/06/2015, 03:17","06","05","2015","03:17","03","17",44.7953167677,20.4370561289,"None","Damage"
"4607","05/06/2015, 03:50","06","05","2015","03:50","03","50",44.8630266462,20.3498337821,"None","Injury"
"3395","05/06/2015, 04:25","06","05","2015","04:25","04","25",44.8092742862,20.4278059517,"None","Damage"
"6492","05/06/2015, 05:00","06","05","2015","05:00","05","00",44.7428218203,20.4118787253,"None","Damage"
"3131","05/06/2015, 06:55","06","05","2015","06:55","06","55",44.7952727867,20.4427947325,"None","Damage"
"1282","05/06/2015, 07:05","06","05","2015","07:05","07","05",44.8041014772,20.366534956,"None","Injury"
"1702","05/06/2015, 07:10","06","05","2015","07:10","07","10",44.7800499113,20.4683764419,"None","Death"
"3413","05/06/2015, 07:20","06","05","2015","07:20","07","20",44.8053882601,20.4354290191,"None","Injury"
"3134","05/06/2015, 07:30","06","05","2015","07:30","07","30",44.7805082286,20.4093624332,"None","Damage"
"3397","05/06/2015, 08:30","06","05","2015","08:30","08","30",44.8048107149,20.4651541852,"None","Damage"
"4531","05/06/2015, 08:50","06","05","2015","08:50","08","50",44.7975030354,20.4499147661,"None","Damage"
"1192","05/06/2015, 09:05","06","05","2015","09:05","09","05",44.8589193983,20.3784125111,"None","Damage"
"3136","05/06/2015, 09:35","06","05","2015","09:35","09","35",44.7936438063,20.503552425,"None","Injury"
"3374","05/06/2015, 10:00","06","05","2015","10:00","10","00",44.7833576883,20.4674995805,"None","Damage"
"6401","05/06/2015, 10:00","06","05","2015","10:00","10","00",44.8111134042,20.3917058176,"None","Damage"
"3396","05/06/2015, 10:15","06","05","2015","10:15","10","15",44.7614392526,20.474344314,"None","Damage"
"6493","05/06/2015, 11:30","06","05","2015","11:30","11","30",44.8154037275,20.5054149712,"None","Damage"
"6573","05/06/2015, 11:40","06","05","2015","11:40","11","40",44.8216828513,20.4114476845,"None","Damage"
"3375","05/06/2015, 12:00","06","05","2015","12:00","12","00",44.8179956926,20.4370767353,"None","Damage"
"1200","05/06/2015, 12:10","06","05","2015","12:10","12","10",44.722335605,20.4008633403,"None","Injury"
"5053","05/06/2015, 12:40","06","05","2015","12:40","12","40",44.8228883383,20.45888023,"None","Damage"
"3232","05/06/2015, 12:55","06","05","2015","12:55","12","55",44.814269617,20.4388575989,"None","Injury"
"6494","05/06/2015, 13:05","06","05","2015","13:05","13","05",44.7745553099,20.4138070756,"None","Damage"
"3511","05/06/2015, 13:30","06","05","2015","13:30","13","30",44.7613404346,20.474383101,"None","Damage"
"3135","05/06/2015, 14:15","06","05","2015","14:15","14","15",44.7954131521,20.4365243501,"None","Damage"
"1191","05/06/2015, 14:20","06","05","2015","14:20","14","20",44.7932339635,20.4860892179,"None","Damage"
"3934","05/06/2015, 14:30","06","05","2015","14:30","14","30",44.8378516507,20.4073122025,"None","Injury"
"4831","05/06/2015, 15:00","06","05","2015","15:00","15","00",44.78583611,20.5003080882,"None","Injury"
"1301","05/06/2015, 15:20","06","05","2015","15:20","15","20",44.8478831195,20.4870101384,"None","Damage"
"3137","05/06/2015, 15:30","06","05","2015","15:30","15","30",44.7885492851,20.4407739102,"None","Damage"
"6400","05/06/2015, 16:20","06","05","2015","16:20","16","20",44.8881871407,20.4605246042,"None","Injury"
"1793","05/06/2015, 16:30","06","05","2015","16:30","16","30",44.87519629,20.3407996766,"None","Damage"
"5412","05/06/2015, 17:00","06","05","2015","17:00","17","00",44.8245517553,20.3904017077,"None","Damage"
"4762","05/06/2015, 17:25","06","05","2015","17:25","17","25",44.7544747085,20.4534030248,"None","Damage"
"6650","05/06/2015, 17:45","06","05","2015","17:45","17","45",44.8021409376,20.4915724309,"None","Damage"
"4976","05/06/2015, 17:50","06","05","2015","17:50","17","50",44.8073851212,20.4190005676,"None","Damage"
"1283","05/06/2015, 18:25","06","05","2015","18:25","18","25",44.8284925842,20.4918098989,"None","Damage"
"6018","05/06/2015, 19:05","06","05","2015","19:05","19","05",44.7846643754,20.48164089,"None","Damage"
"6014","05/06/2015, 19:20","06","05","2015","19:20","19","20",44.7942739853,20.4372937223,"None","Damage"
"1198","05/06/2015, 19:30","06","05","2015","19:30","19","30",44.8178016913,20.3852631782,"None","Injury"
"4763","05/06/2015, 19:40","06","05","2015","19:40","19","40",44.81041102,20.4580355372,"None","Damage"
"5444","05/06/2015, 19:45","06","05","2015","19:45","19","45",44.7223086074,20.4008636178,"None","Damage"
"4691","05/06/2015, 20:20","06","05","2015","20:20","20","20",44.8055097589,20.3496307046,"None","Damage"
"1795","05/06/2015, 20:50","06","05","2015","20:50","20","50",44.7967676571,20.3075379362,"None","Injury"
"1765","05/06/2015, 21:00","06","05","2015","21:00","21","00",44.7735679503,20.4376960795,"None","Damage"
"1543","05/06/2015, 21:30","06","05","2015","21:30","21","30",44.8043181909,20.4176027703,"None","Injury"
"4975","05/06/2015, 22:10","06","05","2015","22:10","22","10",44.9035450934,20.26542425,"None","Damage"
"6019","05/06/2015, 22:35","06","05","2015","22:35","22","35",44.7758259976,20.4106355469,"None","Damage"
"2269","06/06/2015, 03:30","06","06","2015","03:30","03","30",44.8168890304,20.381226794,"None","Injury"
"4004","06/06/2015, 07:45","06","06","2015","07:45","07","45",44.8340772516,20.3438469387,"None","Injury"
"5968","06/06/2015, 07:50","06","06","2015","07:50","07","50",44.8151635706,20.4776139492,"None","Damage"
"6331","06/06/2015, 07:55","06","06","2015","07:55","07","55",44.8126972259,20.4176958137,"None","Damage"
"1232","06/06/2015, 08:00","06","06","2015","08:00","08","00",44.8320590911,20.4096604642,"None","Damage"
"2300","06/06/2015, 08:10","06","06","2015","08:10","08","10",44.8128873295,20.4602502655,"None","Damage"
"915","06/06/2015, 08:30","06","06","2015","08:30","08","30",44.8153582136,20.4908879237,"None","Injury"
"1238","06/06/2015, 08:40","06","06","2015","08:40","08","40",44.8519402595,20.4786622346,"None","Injury"
"2688","06/06/2015, 09:05","06","06","2015","09:05","09","05",44.7360522061,20.3824142555,"None","Damage"
"6447","06/06/2015, 09:20","06","06","2015","09:20","09","20",44.815208739,20.4776514739,"None","Damage"
"1240","06/06/2015, 10:00","06","06","2015","10:00","10","00",44.6451647895,20.5533617092,"None","Injury"
"1345","06/06/2015, 11:00","06","06","2015","11:00","11","00",44.8124578519,20.4512904281,"None","Damage"
"2746","06/06/2015, 11:00","06","06","2015","11:00","11","00",44.7954735588,20.4489607399,"None","Injury"
"3569","06/06/2015, 11:00","06","06","2015","11:00","11","00",44.7581733978,20.4745632483,"None","Damage"
"916","06/06/2015, 11:30","06","06","2015","11:30","11","30",44.7249651619,20.4186737952,"None","Injury"
"2501","06/06/2015, 12:00","06","06","2015","12:00","12","00",44.8165782527,20.405847605,"None","Damage"
"1239","06/06/2015, 12:20","06","06","2015","12:20","12","20",44.7716211367,20.5033864106,"None","Injury"
"3836","06/06/2015, 12:25","06","06","2015","12:25","12","25",44.769701071,20.4550919693,"None","Damage"
"4147","06/06/2015, 12:30","06","06","2015","12:30","12","30",44.7511136922,20.4267357334,"None","Injury"
"3570","06/06/2015, 12:50","06","06","2015","12:50","12","50",44.8073851212,20.4190005676,"None","Damage"
"2500","06/06/2015, 13:00","06","06","2015","13:00","13","00",44.8700643311,20.3708262988,"None","Damage"
"3837","06/06/2015, 13:25","06","06","2015","13:25","13","25",44.7606207273,20.4744401214,"None","Damage"
"4264","06/06/2015, 13:25","06","06","2015","13:25","13","25",44.8013849941,20.4755761723,"None","Damage"
"5259","06/06/2015, 14:15","06","06","2015","14:15","14","15",44.8536509685,20.3911335301,"None","Damage"
"262","06/06/2015, 14:30","06","06","2015","14:30","14","30",44.8190235153,20.4754550162,"None","Damage"
"5666","06/06/2015, 15:00","06","06","2015","15:00","15","00",44.7026668132,20.5056894379,"None","Injury"
"2301","06/06/2015, 15:15","06","06","2015","15:15","15","15",44.7968537471,20.4421855303,"None","Damage"
"4267","06/06/2015, 15:30","06","06","2015","15:30","15","30",44.8276425376,20.4048618466,"None","Damage"
"1131","06/06/2015, 16:10","06","06","2015","16:10","16","10",44.8014051698,20.4721251345,"None","Injury"
"2302","06/06/2015, 16:45","06","06","2015","16:45","16","45",44.787520739,20.4904616783,"None","Damage"
"3572","06/06/2015, 17:25","06","06","2015","17:25","17","25",44.8028649369,20.3941812561,"None","Injury"
"4269","06/06/2015, 17:50","06","06","2015","17:50","17","50",44.8209803647,20.4201796948,"None","Damage"
"4146","06/06/2015, 18:30","06","06","2015","18:30","18","30",44.8096831155,20.4178397909,"None","Damage"
"2689","06/06/2015, 19:30","06","06","2015","19:30","19","30",44.751737396,20.411283515,"None","Damage"
"2437","06/06/2015, 19:50","06","06","2015","19:50","19","50",44.89771325,20.283870205,"None","Injury"
"2373","06/06/2015, 21:30","06","06","2015","21:30","21","30",44.7921202259,20.5177078693,"None","Damage"
"3575","06/06/2015, 23:00","06","06","2015","23:00","23","00",44.7716233574,20.5186987994,"None","Damage"
"3781","06/06/2015, 23:45","06","06","2015","23:45","23","45",44.5835002944,20.3346974794,"None","Injury"
"7754","07/06/2015, 00:05","06","07","2015","00:05","00","05",44.8147160138,20.4625470308,"None","Damage"
"7618","07/06/2015, 05:40","06","07","2015","05:40","05","40",44.7590669242,20.4155545648,"None","Injury"
"10533","07/06/2015, 05:40","06","07","2015","05:40","05","40",44.8012227023,20.4657559996,"None","Damage"
"7246","07/06/2015, 07:25","06","07","2015","07:25","07","25",44.717280778,20.4278888542,"None","Damage"
"7448","07/06/2015, 07:50","06","07","2015","07:50","07","50",44.8007174237,20.4502382938,"None","Damage"
"12172","07/06/2015, 08:00","06","07","2015","08:00","08","00",44.8029189576,20.4570940925,"None","Damage"
"8161","07/06/2015, 08:25","06","07","2015","08:25","08","25",44.7480475367,20.451215383,"None","Damage"
"10532","07/06/2015, 09:30","06","07","2015","09:30","09","30",44.8347209811,20.4163114316,"None","Damage"
"6705","07/06/2015, 09:45","06","07","2015","09:45","09","45",44.7857517019,20.4617404416,"None","Injury"
"8163","07/06/2015, 10:20","06","07","2015","10:20","10","20",44.8151756207,20.4626818604,"None","Injury"
"7214","07/06/2015, 11:15","06","07","2015","11:15","11","15",44.7215211893,20.4354715958,"None","Injury"
"7490","07/06/2015, 11:30","06","07","2015","11:30","11","30",44.7764883919,20.4187531811,"None","Damage"
"12470","07/06/2015, 11:30","06","07","2015","11:30","11","30",44.8342002686,20.3640818106,"None","Damage"
"11565","07/06/2015, 12:00","06","07","2015","12:00","12","00",44.7517368765,20.4129380063,"None","Damage"
"11682","07/06/2015, 12:00","06","07","2015","12:00","12","00",44.7683015785,20.4913499325,"None","Damage"
"11519","07/06/2015, 12:20","06","07","2015","12:20","12","20",44.7937426884,20.5035263039,"None","Damage"
"8162","07/06/2015, 12:30","06","07","2015","12:30","12","30",44.8152870777,20.475096777,"None","Damage"
"10944","07/06/2015, 13:00","06","07","2015","13:00","13","00",44.756365168,20.4611278888,"None","Damage"
"7213","07/06/2015, 14:00","06","07","2015","14:00","14","00",44.7215211893,20.4354715958,"None","Damage"
"8287","07/06/2015, 15:00","06","07","2015","15:00","15","00",44.8180598041,20.3982965504,"None","Damage"
"10531","07/06/2015, 15:00","06","07","2015","15:00","15","00",44.682463707,20.3061207595,"None","Damage"
"10405","07/06/2015, 15:20","06","07","2015","15:20","15","20",44.8141286547,20.433978655,"None","Injury"
"7212","07/06/2015, 15:35","06","07","2015","15:35","15","35",44.7215211893,20.4354715958,"None","Damage"
"11234","07/06/2015, 16:00","06","07","2015","16:00","16","00",44.8509885319,20.3567751277,"None","Damage"
"7211","07/06/2015, 16:05","06","07","2015","16:05","16","05",44.7726362431,20.4825944631,"None","Damage"
"7491","07/06/2015, 16:10","06","07","2015","16:10","16","10",44.8382754524,20.4127214586,"None","Damage"
"12225","07/06/2015, 16:15","06","07","2015","16:15","16","15",44.7726362431,20.4825944631,"None","Injury"
"9995","07/06/2015, 17:00","06","07","2015","17:00","17","00",44.7556346675,20.464645929,"None","Damage"
"7254","07/06/2015, 17:10","06","07","2015","17:10","17","10",44.8171528489,20.5253648751,"None","Damage"
"11233","07/06/2015, 17:15","06","07","2015","17:15","17","15",44.7875316681,20.43330231,"None","Damage"
"11328","07/06/2015, 18:15","06","07","2015","18:15","18","15",44.817323922,20.3952696175,"None","Damage"
"10673","07/06/2015, 18:25","06","07","2015","18:25","18","25",44.7303370197,20.3806694544,"None","Injury"
"6868","07/06/2015, 19:00","06","07","2015","19:00","19","00",44.8994885005,20.4506443893,"None","Damage"
"12285","07/06/2015, 20:00","06","07","2015","20:00","20","00",44.8270139229,20.3965092201,"None","Injury"
"11199","07/06/2015, 22:10","06","07","2015","22:10","22","10",44.8149136985,20.462481986,"None","Injury"
"11377","07/06/2015, 23:00","06","07","2015","23:00","23","00",44.7556983932,20.4966258419,"None","Damage"
"7458","07/06/2015, 23:20","06","07","2015","23:20","23","20",44.8699990194,20.3542229878,"None","Damage"
"10425","07/06/2015, 23:30","06","07","2015","23:30","23","30",44.8039039766,20.4175563556,"None","Injury"
"11378","07/06/2015, 23:45","06","07","2015","23:45","23","45",44.8286998831,20.4565244561,"None","Damage"
"7576","08/06/2015, 03:30","06","08","2015","03:30","03","30",44.8146577663,20.4354274924,"None","Damage"
"11241","08/06/2015, 06:05","06","08","2015","06:05","06","05",44.8172249835,20.4718297847,"None","Damage"
"7202","08/06/2015, 06:15","06","08","2015","06:15","06","15",44.8094893479,20.4011792294,"None","Damage"
"11847","08/06/2015, 06:50","06","08","2015","06:50","06","50",44.8181124471,20.4869314786,"None","Damage"
"7442","08/06/2015, 07:46","06","08","2015","07:46","07","46",44.8139458256,20.4576106451,"None","Damage"
"7203","08/06/2015, 08:20","06","08","2015","08:20","08","20",44.8094894139,20.401191871,"None","Damage"
"11242","08/06/2015, 08:30","06","08","2015","08:30","08","30",44.7506672342,20.4202738582,"None","Damage"
"12394","08/06/2015, 09:00","06","08","2015","09:00","09","00",44.7679084851,20.4799455951,"None","Damage"
"2127","08/06/2013, 09:30","06","08","2015","09:30","09","30",44.7568755252,20.4941653014,"None","Injury"
"12353","08/06/2015, 09:45","06","08","2015","09:45","09","45",44.7691808164,20.4277201169,"None","Damage"
"7443","08/06/2015, 10:00","06","08","2015","10:00","10","00",44.8026877349,20.4672847178,"None","Damage"
"12374","08/06/2015, 11:00","06","08","2015","11:00","11","00",44.7860693784,20.514826172,"None","Damage"
"12358","08/06/2015, 11:10","06","08","2015","11:10","11","10",44.7943776923,20.5216704393,"None","Injury"
"7204","08/06/2015, 11:20","06","08","2015","11:20","11","20",44.8052771763,20.2524593216,"None","Damage"
"7123","08/06/2015, 11:40","06","08","2015","11:40","11","40",44.8075649416,20.4769489777,"None","Damage"
"8382","08/06/2015, 11:50","06","08","2015","11:50","11","50",44.814176773,20.4588728192,"None","Damage"
"6998","08/06/2015, 12:00","06","08","2015","12:00","12","00",44.7868407353,20.4157684431,"None","Damage"
"12114","08/06/2015, 12:00","06","08","2015","12:00","12","00",44.8298176546,20.4113020253,"None","Injury"
"8090","08/06/2015, 12:30","06","08","2015","12:30","12","30",44.9021893318,20.2815355732,"None","Damage"
"11240","08/06/2015, 12:30","06","08","2015","12:30","12","30",44.785447808,20.4322990093,"None","Damage"
"12327","08/06/2015, 12:40","06","08","2015","12:40","12","40",44.9928428228,20.4186725347,"None","Damage"
"7205","08/06/2015, 13:00","06","08","2015","13:00","13","00",44.8124950718,20.4168760493,"None","Damage"
"12070","08/06/2015, 13:20","06","08","2015","13:20","13","20",44.8073655109,20.4348915049,"None","Injury"
"7206","08/06/2015, 13:25","06","08","2015","13:25","13","25",44.7995755159,20.489420752,"None","Damage"
"12360","08/06/2015, 14:30","06","08","2015","14:30","14","30",44.715206438,20.5277974679,"None","Damage"
"9718","08/06/2015, 14:55","06","08","2015","14:55","14","55",44.8081964068,20.4410021469,"None","Injury"
"12328","08/06/2015, 15:45","06","08","2015","15:45","15","45",44.8146429546,20.4623201252,"None","Damage"
"12115","08/06/2015, 15:55","06","08","2015","15:55","15","55",44.803903784,20.4175184344,"None","Injury"
"7073","08/06/2015, 16:20","06","08","2015","16:20","16","20",44.8160037029,20.4607902974,"None","Injury"
"7597","08/06/2015, 17:30","06","08","2015","17:30","17","30",44.8144249384,20.4338366929,"None","Damage"
