"","DateTime","Day","Month","Year","Time","Hour","Minute","Lat","Lon","Type","Outcome"
"98","01/01/2015, 00:15","01","01","2015","00:15","00","15",44.8015376164,20.4955721098,"None","Damage"
"56","01/01/2015, 01:10","01","01","2015","01:10","01","10",44.8432087171,20.4882025349,"None","Injury"
"123","01/01/2015, 02:00","01","01","2015","02:00","02","00",44.792623215,20.5089830812,"None","Damage"
"2509","01/01/2015, 02:00","01","01","2015","02:00","02","00",44.854723481,20.4732727308,"None","Damage"
"61","01/01/2015, 02:30","01","01","2015","02:30","02","30",44.7478857766,20.453149117,"None","Damage"
"118","01/01/2015, 02:30","01","01","2015","02:30","02","30",44.8011194956,20.4515111771,"None","Damage"
"108","01/01/2015, 03:10","01","01","2015","03:10","03","10",44.8138870295,20.4270019484,"None","Damage"
"85","01/01/2015, 03:50","01","01","2015","03:50","03","50",44.8037068029,20.5186989747,"None","Damage"
"97","01/01/2015, 05:15","01","01","2015","05:15","05","15",44.8013947803,20.4507375106,"None","Damage"
"3267","01/01/2015, 07:35","01","01","2015","07:35","07","35",44.7621139037,20.4841911285,"None","Injury"
"59","01/01/2015, 08:20","01","01","2015","08:20","08","20",44.801889188,20.4506190758,"None","Injury"
"60","01/01/2015, 09:00","01","01","2015","09:00","09","00",44.84779504,20.4715644842,"None","Damage"
"34","01/01/2015, 11:05","01","01","2015","11:05","11","05",44.8026212442,20.4822519906,"None","Damage"
"2277","01/01/2015, 11:08","01","01","2015","11:08","11","08",44.8330818344,20.353976126,"None","Injury"
"3150","01/01/2015, 11:10","01","01","2015","11:10","11","10",44.8330818344,20.353976126,"None","Damage"
"109","01/01/2015, 11:30","01","01","2015","11:30","11","30",44.7633542394,20.4661287368,"None","Injury"
"99","01/01/2015, 12:30","01","01","2015","12:30","12","30",44.8146024854,20.4970645099,"None","Damage"
"37","01/01/2015, 13:00","01","01","2015","13:00","13","00",44.8000902442,20.4004923559,"None","Damage"
"32","01/01/2015, 13:15","01","01","2015","13:15","13","15",44.806269412,20.3845381867,"None","Damage"
"112","01/01/2015, 13:40","01","01","2015","13:40","13","40",44.8477585193,20.4714509609,"None","Damage"
"113","01/01/2015, 14:00","01","01","2015","14:00","14","00",44.8345568777,20.4176663895,"None","Damage"
"39","01/01/2015, 14:55","01","01","2015","14:55","14","55",44.8806389836,20.4825308447,"None","Damage"
"43","01/01/2015, 15:15","01","01","2015","15:15","15","15",44.8062082414,20.4088358854,"None","Damage"
"62","01/01/2015, 17:00","01","01","2015","17:00","17","00",44.7579262866,20.4124840463,"None","Damage"
"26","01/01/2015, 17:15","01","01","2015","17:15","17","15",44.8064039365,20.4333459359,"None","Damage"
"115","01/01/2015, 17:30","01","01","2015","17:30","17","30",44.8142395954,20.5194968656,"None","Damage"
"116","01/01/2015, 18:40","01","01","2015","18:40","18","40",44.8772552398,20.4591200855,"None","Damage"
"119","01/01/2015, 21:15","01","01","2015","21:15","21","15",44.8346660216,20.4178929549,"None","Damage"
"269","02/01/2015, 01:00","01","02","2015","01:00","01","00",44.8713707421,20.3236692554,"None","Damage"
"5973","02/01/2015, 02:20","01","02","2015","02:20","02","20",44.813970178,20.4292389825,"None","Damage"
"6164","02/01/2015, 04:00","01","02","2015","04:00","04","00",44.8939963168,20.2418697755,"None","Damage"
"648","02/01/2015, 05:00","01","02","2015","05:00","05","00",44.798493486,20.4500191576,"None","Death"
"748","02/01/2015, 08:00","01","02","2015","08:00","08","00",44.7959788284,20.4962396231,"None","Damage"
"679","02/01/2015, 08:30","01","02","2015","08:30","08","30",44.7951913803,20.4654069352,"None","Damage"
"5674","02/01/2015, 10:00","01","02","2015","10:00","10","00",44.833560167,20.4075583637,"None","Damage"
"3956","02/01/2015, 10:50","01","02","2015","10:50","10","50",44.8435714398,20.4083037349,"None","Damage"
"4084","02/01/2015, 11:30","01","02","2015","11:30","11","30",44.8038858505,20.3666005115,"None","Injury"
"5759","02/01/2015, 11:40","01","02","2015","11:40","11","40",44.8221966956,20.4845813919,"None","Damage"
"702","02/01/2015, 12:20","01","02","2015","12:20","12","20",44.8024959542,20.4589941516,"None","Damage"
"4161","02/01/2015, 13:05","01","02","2015","13:05","13","05",44.7865508384,20.4808784917,"None","Damage"
"4263","02/01/2015, 14:00","01","02","2015","14:00","14","00",44.8041044618,20.4127507342,"None","Injury"
"6130","02/01/2015, 14:15","01","02","2015","14:15","14","15",44.7951913803,20.4654069352,"None","Damage"
"2480","02/01/2015, 16:00","01","02","2015","16:00","16","00",44.8484513638,20.4872960875,"None","Injury"
"2413","02/01/2015, 16:25","01","02","2015","16:25","16","25",44.7640061583,20.5628233188,"None","Damage"
"297","02/01/2015, 18:00","01","02","2015","18:00","18","00",44.8064229358,20.4051044321,"None","Injury"
"803","02/01/2015, 18:30","01","02","2015","18:30","18","30",44.7402340821,20.4233324265,"None","Damage"
"3943","02/01/2015, 18:30","01","02","2015","18:30","18","30",44.7946889573,20.4657401667,"None","Damage"
"5486","02/01/2015, 18:45","01","02","2015","18:45","18","45",44.8113045644,20.3655335128,"None","Damage"
"2357","02/01/2015, 18:50","01","02","2015","18:50","18","50",44.783361191,20.5149877392,"None","Injury"
"882","02/01/2015, 19:30","01","02","2015","19:30","19","30",44.792658455,20.5088058437,"None","Injury"
"5463","02/01/2015, 21:30","01","02","2015","21:30","21","30",44.7852772052,20.4758856078,"None","Damage"
"2358","02/01/2015, 21:45","01","02","2015","21:45","21","45",44.7833253007,20.5150133112,"None","Injury"
"3875","02/01/2015, 22:25","01","02","2015","22:25","22","25",44.8043117099,20.4040768244,"None","Injury"
"472","02/01/2015, 22:45","01","02","2015","22:45","22","45",44.7830622642,20.4125082633,"None","Damage"
"1565","03/01/2015, 00:10","01","03","2015","00:10","00","10",44.8072614099,20.4338558911,"None","Injury"
"3291","03/01/2015, 00:10","01","03","2015","00:10","00","10",44.7775678555,20.4805668982,"None","Damage"
"1877","03/01/2015, 00:30","01","03","2015","00:30","00","30",44.8762053276,20.4635977479,"None","Damage"
"1399","03/01/2015, 01:20","01","03","2015","01:20","01","20",44.6961433586,20.5018332064,"None","Injury"
"3271","03/01/2015, 02:00","01","03","2015","02:00","02","00",44.8138030596,20.4503042041,"None","Injury"
"6369","03/01/2015, 03:45","01","03","2015","03:45","03","45",44.7385057507,20.5859067629,"None","Damage"
"1590","03/01/2015, 11:30","01","03","2015","11:30","11","30",44.7274336975,20.3681264339,"None","Damage"
"3259","03/01/2015, 13:00","01","03","2015","13:00","13","00",44.7998166189,20.4481864642,"None","Damage"
"1594","03/01/2015, 13:20","01","03","2015","13:20","13","20",44.8378169798,20.4940556711,"None","Damage"
"4678","03/01/2015, 14:38","01","03","2015","14:38","14","38",44.8110384773,20.4651727585,"None","Damage"
"3256","03/01/2015, 14:45","01","03","2015","14:45","14","45",44.7852386195,20.4832533082,"None","Damage"
"6191","03/01/2015, 15:00","01","03","2015","15:00","15","00",44.7595650188,20.5500484043,"None","Damage"
"6192","03/01/2015, 16:15","01","03","2015","16:15","16","15",44.7175633031,20.5363741414,"None","Injury"
"3292","03/01/2015, 17:30","01","03","2015","17:30","17","30",44.8082184923,20.4568423425,"None","Damage"
"1567","03/01/2015, 19:15","01","03","2015","19:15","19","15",44.8149529038,20.4517473285,"None","Damage"
"4884","03/01/2015, 19:35","01","03","2015","19:35","19","35",44.809184214,20.4368839352,"None","Damage"
"1397","03/01/2015, 19:40","01","03","2015","19:40","19","40",44.8389879819,20.4112722987,"None","Injury"
"1685","03/01/2015, 21:30","01","03","2015","21:30","21","30",44.748919158,20.4040502967,"None","Damage"
"2686","04/01/2015, 03:40","01","04","2015","03:40","03","40",44.824339684,20.3131019462,"None","Damage"
"5300","04/01/2015, 06:15","01","04","2015","06:15","06","15",44.7976847243,20.5358502705,"None","Injury"
"4126","04/01/2015, 07:10","01","04","2015","07:10","07","10",44.7540283042,20.3537173333,"None","Damage"
"5526","04/01/2015, 07:20","01","04","2015","07:20","07","20",44.8208758316,20.4102672531,"None","Damage"
"4249","04/01/2015, 07:40","01","04","2015","07:40","07","40",44.8044568386,20.3991200006,"None","Damage"
"5301","04/01/2015, 08:30","01","04","2015","08:30","08","30",44.8151224568,20.4045222801,"None","Injury"
"687","04/01/2015, 09:00","01","04","2015","09:00","09","00",44.7668646641,20.4920320271,"None","Damage"
"5251","04/01/2015, 09:00","01","04","2015","09:00","09","00",44.7582029988,20.4596204207,"None","Damage"
"2545","04/01/2015, 10:00","01","04","2015","10:00","10","00",44.7916620551,20.4670191593,"None","Damage"
"2631","04/01/2015, 10:30","01","04","2015","10:30","10","30",44.7955556252,20.4880530715,"None","Damage"
"5527","04/01/2015, 12:15","01","04","2015","12:15","12","15",44.8061873743,20.5222180886,"None","Damage"
"2547","04/01/2015, 13:50","01","04","2015","13:50","13","50",44.8169893578,20.3949696461,"None","Damage"
"5528","04/01/2015, 14:05","01","04","2015","14:05","14","05",44.789597333,20.4799161116,"None","Damage"
"5232","04/01/2015, 14:10","01","04","2015","14:10","14","10",44.8193222738,20.4660828111,"None","Injury"
"5715","04/01/2015, 15:15","01","04","2015","15:15","15","15",44.7501331504,20.4978863208,"None","Injury"
"3503","04/01/2015, 15:45","01","04","2015","15:45","15","45",44.9231116271,20.2813390952,"None","Injury"
"4042","04/01/2015, 16:20","01","04","2015","16:20","16","20",44.7357944892,20.608337493,"None","Injury"
"760","04/01/2015, 16:45","01","04","2015","16:45","16","45",44.8079799654,20.4791575836,"None","Damage"
"2632","04/01/2015, 16:45","01","04","2015","16:45","16","45",44.7792706222,20.3828400986,"None","Damage"
"6545","04/01/2015, 18:10","01","04","2015","18:10","18","10",44.8880525126,20.4606018135,"None","Damage"
"2633","04/01/2015, 18:30","01","04","2015","18:30","18","30",44.7941797025,20.4646073403,"None","Damage"
"3619","04/01/2015, 19:05","01","04","2015","19:05","19","05",44.6535566497,20.5144513807,"None","Damage"
"2546","04/01/2015, 20:15","01","04","2015","20:15","20","15",44.8918400037,20.2931088901,"None","Damage"
"6278","04/01/2015, 20:40","01","04","2015","20:40","20","40",44.82039002,20.4634682065,"None","Damage"
"5248","04/01/2015, 20:45","01","04","2015","20:45","20","45",44.7852666596,20.4177050716,"None","Damage"
"5249","04/01/2015, 21:00","01","04","2015","21:00","21","00",44.7466728835,20.4295450885,"None","Injury"
"4132","04/01/2015, 21:30","01","04","2015","21:30","21","30",44.8613004004,20.3533075673,"None","Injury"
"5231","04/01/2015, 23:50","01","04","2015","23:50","23","50",44.768144445,20.413189446,"None","Damage"
"1895","05/01/2015, 03:00","01","05","2015","03:00","03","00",44.6825259922,20.4975215932,"None","Injury"
"3297","05/01/2015, 03:45","01","05","2015","03:45","03","45",44.7507063089,20.4464037815,"None","Damage"
"1597","05/01/2015, 04:30","01","05","2015","04:30","04","30",44.5154855055,20.3069659873,"None","Injury"
"1089","05/01/2015, 06:00","01","05","2015","06:00","06","00",44.8868997738,20.4528271223,"None","Damage"
"1679","05/01/2015, 06:50","01","05","2015","06:50","06","50",44.7481222956,20.4406064214,"None","Damage"
"1090","05/01/2015, 07:30","01","05","2015","07:30","07","30",44.8019412579,20.5183090771,"None","Damage"
"6069","05/01/2015, 08:00","01","05","2015","08:00","08","00",44.791077001,20.4259628681,"None","Damage"
"4592","05/01/2015, 08:30","01","05","2015","08:30","08","30",44.7673090082,20.4368343194,"None","Damage"
"4889","05/01/2015, 10:45","01","05","2015","10:45","10","45",44.8171430852,20.4486794823,"None","Damage"
"6177","05/01/2015, 11:30","01","05","2015","11:30","11","30",44.8166237189,20.4840744673,"None","Damage"
"3041","05/01/2015, 13:20","01","05","2015","13:20","13","20",44.6468496105,20.5538405224,"None","Damage"
"1598","05/01/2015, 13:35","01","05","2015","13:35","13","35",44.8121435279,20.379052192,"None","Damage"
"3304","05/01/2015, 14:30","01","05","2015","14:30","14","30",44.6973304279,20.5206488869,"None","Damage"
"3285","05/01/2015, 15:50","01","05","2015","15:50","15","50",44.8152983371,20.51022041,"None","Damage"
"1170","05/01/2015, 16:00","01","05","2015","16:00","16","00",44.830329529,20.4528922227,"None","Injury"
"1769","05/01/2015, 17:25","01","05","2015","17:25","17","25",44.8458927377,20.4152123962,"None","Damage"
"545","05/01/2015, 18:00","01","05","2015","18:00","18","00",44.8267892569,20.4559479618,"None","Damage"
"787","05/01/2015, 18:10","01","05","2015","18:10","18","10",44.7940409088,20.4320002825,"None","Damage"
"1169","05/01/2015, 19:55","01","05","2015","19:55","19","55",44.7879723629,20.4990133568,"None","Damage"
"3372","05/01/2015, 22:20","01","05","2015","22:20","22","20",44.8317267961,20.4150641638,"None","Damage"
"6442","05/01/2015, 23:00","01","05","2015","23:00","23","00",44.7732275002,20.4624247886,"None","Damage"
"5258","06/01/2015, 00:20","01","06","2015","00:20","00","20",44.8175407826,20.468109573,"None","Damage"
"3552","06/01/2015, 00:45","01","06","2015","00:45","00","45",44.7748533784,20.4140188631,"None","Damage"
"6081","06/01/2015, 04:00","01","06","2015","04:00","04","00",44.7634632802,20.4721912031,"None","Damage"
"3571","06/01/2015, 05:20","01","06","2015","05:20","05","20",44.7879671615,20.41782969,"None","Injury"
"5478","06/01/2015, 07:30","01","06","2015","07:30","07","30",44.8356319419,20.3642179032,"None","Injury"
"2585","06/01/2015, 07:55","01","06","2015","07:55","07","55",44.682266875,20.3851659256,"None","Injury"
"2158","06/01/2015, 08:05","01","06","2015","08:05","08","05",44.7696204382,20.4551685253,"None","Damage"
"5117","06/01/2015, 08:10","01","06","2015","08:10","08","10",44.8081949227,20.4556668585,"None","Damage"
"1810","06/01/2015, 08:55","01","06","2015","08:55","08","55",44.8173783398,20.4778089975,"None","Injury"
"261","06/01/2015, 09:15","01","06","2015","09:15","09","15",44.8003023081,20.4537688494,"None","Damage"
"3553","06/01/2015, 09:30","01","06","2015","09:30","09","30",44.8285688686,20.4134772223,"None","Damage"
"5725","06/01/2015, 10:40","01","06","2015","10:40","10","40",44.8016750844,20.4510129556,"None","Damage"
"264","06/01/2015, 10:50","01","06","2015","10:50","10","50",44.8128403743,20.5184716973,"None","Injury"
"519","06/01/2015, 11:00","01","06","2015","11:00","11","00",44.7816955753,20.4798856223,"None","Damage"
"2159","06/01/2015, 11:00","01","06","2015","11:00","11","00",44.8594347455,20.3771922828,"None","Damage"
"2584","06/01/2015, 12:25","01","06","2015","12:25","12","25",44.8008424423,20.4500348661,"None","Injury"
"520","06/01/2015, 12:30","01","06","2015","12:30","12","30",44.901114068,20.2680508777,"None","Injury"
"2498","06/01/2015, 12:45","01","06","2015","12:45","12","45",44.7813616299,20.5019891857,"None","Injury"
"3650","06/01/2015, 13:30","01","06","2015","13:30","13","30",44.8400718857,20.413803747,"None","Damage"
"5455","06/01/2015, 13:30","01","06","2015","13:30","13","30",44.7973201064,20.5004370005,"None","Damage"
"2157","06/01/2015, 13:35","01","06","2015","13:35","13","35",44.8249954248,20.4572293213,"None","Damage"
"2160","06/01/2015, 14:00","01","06","2015","14:00","14","00",44.6207346633,20.5166515809,"None","Damage"
"1129","06/01/2015, 14:30","01","06","2015","14:30","14","30",44.775389362,20.406243052,"None","Injury"
"2499","06/01/2015, 15:20","01","06","2015","15:20","15","20",44.7996748777,20.3667475223,"None","Injury"
"2583","06/01/2015, 15:20","01","06","2015","15:20","15","20",44.7830830771,20.2536546589,"None","Damage"
"3651","06/01/2015, 15:55","01","06","2015","15:55","15","55",44.7304436303,20.4217754154,"None","Damage"
"2267","06/01/2015, 16:20","01","06","2015","16:20","16","20",44.7822720139,20.4940836978,"None","Damage"
"790","06/01/2015, 16:35","01","06","2015","16:35","16","35",44.7451419956,20.478519722,"None","Damage"
"403","06/01/2015, 17:00","01","06","2015","17:00","17","00",44.7734612421,20.4110511623,"None","Damage"
"4024","06/01/2015, 17:10","01","06","2015","17:10","17","10",44.8116988451,20.4413351081,"None","Damage"
"3643","06/01/2015, 17:25","01","06","2015","17:25","17","25",44.7977554696,20.4789331316,"None","Damage"
"1813","06/01/2015, 17:40","01","06","2015","17:40","17","40",44.8192260889,20.4238767178,"None","Damage"
"785","06/01/2015, 17:50","01","06","2015","17:50","17","50",44.8028558008,20.4589655226,"None","Injury"
"3998","06/01/2015, 17:50","01","06","2015","17:50","17","50",44.85665681,20.3454008688,"None","Injury"
"6417","06/01/2015, 18:00","01","06","2015","18:00","18","00",44.7262832296,20.3700325271,"None","Damage"
"1812","06/01/2015, 18:05","01","06","2015","18:05","18","05",44.8054716479,20.4777389272,"None","Damage"
"1814","06/01/2015, 18:20","01","06","2015","18:20","18","20",44.8008490564,20.3691490412,"None","Damage"
"5032","06/01/2015, 19:00","01","06","2015","19:00","19","00",44.783661414,20.478768671,"None","Damage"
"5573","06/01/2015, 19:00","01","06","2015","19:00","19","00",44.7758075404,20.4676065481,"None","Damage"
"3642","06/01/2015, 21:45","01","06","2015","21:45","21","45",44.8328390895,20.41611534,"None","Damage"
"5868","06/01/2015, 22:45","01","06","2015","22:45","22","45",44.8040100147,20.4594477866,"None","Injury"
"1177","07/01/2015, 04:50","01","07","2015","04:50","04","50",44.8051061592,20.4667569141,"None","Damage"
"1705","07/01/2015, 07:40","01","07","2015","07:40","07","40",44.8031105487,20.3878961844,"None","Injury"
"9601","07/01/2015, 08:00","01","07","2015","08:00","08","00",44.7944317768,20.5282169844,"None","Damage"
"1458","07/01/2015, 08:45","01","07","2015","08:45","08","45",44.84895434,20.3729655207,"None","Injury"
"6498","07/01/2015, 09:00","01","07","2015","09:00","09","00",44.7820378977,20.4145783194,"None","Injury"
"3244","07/01/2015, 09:15","01","07","2015","09:15","09","15",44.799422039,20.4792974069,"None","Damage"
"1077","07/01/2015, 10:15","01","07","2015","10:15","10","15",44.8055955068,20.4752980224,"None","Damage"
"1706","07/01/2015, 10:30","01","07","2015","10:30","10","30",44.7006348255,20.5040536092,"None","Damage"
"6543","07/01/2015, 11:00","01","07","2015","11:00","11","00",44.8458031492,20.4013360252,"None","Damage"
"8190","07/01/2015, 11:20","01","07","2015","11:20","11","20",44.7609358812,20.4764457135,"None","Damage"
"6605","07/01/2015, 12:00","01","07","2015","12:00","12","00",44.81692482,20.4614645234,"None","Damage"
"4346","07/01/2015, 12:50","01","07","2015","12:50","12","50",44.8602583606,20.4713624661,"None","Damage"
"10277","07/01/2015, 13:35","01","07","2015","13:35","13","35",44.7609358812,20.4764457135,"None","Damage"
"6606","07/01/2015, 14:30","01","07","2015","14:30","14","30",44.7833313114,20.5017069706,"None","Damage"
"12173","07/01/2015, 14:30","01","07","2015","14:30","14","30",44.9031912307,20.2663784496,"None","Damage"
"6544","07/01/2015, 14:45","01","07","2015","14:45","14","45",44.8385897173,20.4021313809,"None","Damage"
"7286","07/01/2015, 15:15","01","07","2015","15:15","15","15",44.7715314762,20.4371724902,"None","Damage"
"6866","07/01/2015, 15:55","01","07","2015","15:55","15","55",44.7943262938,20.4480616032,"None","Damage"
"3611","07/01/2015, 16:00","01","07","2015","16:00","16","00",44.8251189381,20.4128671258,"None","Injury"
"7590","07/01/2015, 16:10","01","07","2015","16:10","16","10",44.8500498415,20.3824673345,"None","Injury"
"1550","07/01/2015, 16:30","01","07","2015","16:30","16","30",44.7568379572,20.4877239312,"None","Damage"
"4743","07/01/2015, 16:45","01","07","2015","16:45","16","45",44.8828537994,20.4969162585,"None","Injury"
"3218","07/01/2015, 19:00","01","07","2015","19:00","19","00",44.8399750243,20.4072146333,"None","Damage"
"3217","07/01/2015, 19:15","01","07","2015","19:15","19","15",44.8466270236,20.3802393378,"None","Damage"
"1548","07/01/2015, 19:20","01","07","2015","19:20","19","20",44.6286257863,20.3948546748,"None","Damage"
"1551","07/01/2015, 19:50","01","07","2015","19:50","19","50",44.8465431321,20.408665605,"None","Damage"
"4301","07/01/2015, 20:55","01","07","2015","20:55","20","55",44.8186259442,20.4244390153,"None","Damage"
"6568","07/01/2015, 21:00","01","07","2015","21:00","21","00",44.7420690888,20.3603658844,"None","Injury"
"1552","07/01/2015, 21:15","01","07","2015","21:15","21","15",44.8035668736,20.4804106334,"None","Damage"
"4648","07/01/2015, 21:30","01","07","2015","21:30","21","30",44.8494004159,20.4112805521,"None","Damage"
"4347","07/01/2015, 22:40","01","07","2015","22:40","22","40",44.8046798936,20.47778396,"None","Damage"
"5164","07/01/2015, 22:55","01","07","2015","22:55","22","55",44.8233859063,20.389478191,"None","Damage"
"4300","07/01/2015, 23:30","01","07","2015","23:30","23","30",44.8451578484,20.415814352,"None","Damage"
"9848","08/01/2015, 02:30","01","08","2015","02:30","02","30",44.7500391422,20.4788168936,"None","Damage"
"7313","08/01/2015, 07:20","01","08","2015","07:20","07","20",44.8369063984,20.3652158051,"None","Injury"
"12232","08/01/2015, 08:45","01","08","2015","08:45","08","45",44.7452705629,20.4353299325,"None","Damage"
"9817","08/01/2015, 09:50","01","08","2015","09:50","09","50",44.7884365251,20.481935874,"None","Damage"
"7809","08/01/2015, 10:00","01","08","2015","10:00","10","00",44.81782338,20.5465382466,"None","Damage"
"11813","08/01/2015, 10:00","01","08","2015","10:00","10","00",44.8950834807,20.3054897408,"None","Damage"
"10354","08/01/2015, 10:40","01","08","2015","10:40","10","40",44.8179397868,20.5070877141,"None","Damage"
"10539","08/01/2015, 11:00","01","08","2015","11:00","11","00",44.7440168491,20.6021325096,"None","Damage"
"7314","08/01/2015, 11:40","01","08","2015","11:40","11","40",44.8188953698,20.4671741436,"None","Damage"
"12233","08/01/2015, 12:00","01","08","2015","12:00","12","00",44.9177602324,20.2789863674,"None","Damage"
"12069","08/01/2015, 12:30","01","08","2015","12:30","12","30",44.8804673698,20.4686087969,"None","Damage"
"12234","08/01/2015, 12:45","01","08","2015","12:45","12","45",44.8050789648,20.3993411128,"None","Damage"
"7315","08/01/2015, 13:00","01","08","2015","13:00","13","00",44.7725768077,20.5079644797,"None","Injury"
"7179","08/01/2015, 13:10","01","08","2015","13:10","13","10",44.7875816099,20.4662350959,"None","Damage"
"10791","08/01/2015, 14:00","01","08","2015","14:00","14","00",44.7091460563,20.4615641419,"None","Injury"
"12012","08/01/2015, 14:00","01","08","2015","14:00","14","00",44.7269040333,20.4284130129,"None","Damage"
"7992","08/01/2015, 14:30","01","08","2015","14:30","14","30",44.816582022,20.5052658688,"None","Injury"
"11401","08/01/2015, 14:45","01","08","2015","14:45","14","45",44.8546111766,20.5437334787,"None","Damage"
"6798","08/01/2015, 14:55","01","08","2015","14:55","14","55",44.7387193756,20.5448427878,"None","Injury"
"9131","08/01/2015, 15:30","01","08","2015","15:30","15","30",44.7778070248,20.4143681798,"None","Injury"
"9608","08/01/2015, 15:30","01","08","2015","15:30","15","30",44.777703257,20.4134342102,"None","Injury"
"11770","08/01/2015, 15:30","01","08","2015","15:30","15","30",44.8528890817,20.3684063214,"None","Damage"
"12157","08/01/2015, 15:30","01","08","2015","15:30","15","30",44.7419870403,20.3601773724,"None","Damage"
"12156","08/01/2015, 16:00","01","08","2015","16:00","16","00",44.8196491047,20.2906376158,"None","Injury"
"12288","08/01/2015, 16:10","01","08","2015","16:10","16","10",44.8561937289,20.4819136882,"None","Damage"
"12013","08/01/2015, 16:15","01","08","2015","16:15","16","15",44.8007128766,20.3755086128,"None","Damage"
"10353","08/01/2015, 16:20","01","08","2015","16:20","16","20",44.7504846574,20.4233319882,"None","Damage"
"10504","08/01/2015, 16:30","01","08","2015","16:30","16","30",44.7896239904,20.4074626469,"None","Damage"
"10505","08/01/2015, 16:30","01","08","2015","16:30","16","30",44.765809249,20.4356487166,"None","Damage"
"11771","08/01/2015, 16:40","01","08","2015","16:40","16","40",44.8041581197,20.3785307402,"None","Damage"
"8236","08/01/2015, 17:45","01","08","2015","17:45","17","45",44.9049222577,20.3044093141,"None","Injury"
"8119","08/01/2015, 18:45","01","08","2015","18:45","18","45",44.7946079346,20.4794416015,"None","Injury"
"10881","08/01/2015, 19:15","01","08","2015","19:15","19","15",44.7365832221,20.546298858,"None","Damage"
"10724","08/01/2015, 19:45","01","08","2015","19:45","19","45",44.851033998,20.3983090007,"None","Injury"
"11270","08/01/2015, 20:15","01","08","2015","20:15","20","15",44.8011764781,20.4831749613,"None","Damage"
"7847","08/01/2015, 21:00","01","08","2015","21:00","21","00",44.7713420504,20.5033635222,"None","Injury"
"9529","08/01/2015, 21:40","01","08","2015","21:40","21","40",44.8051319963,20.4762755848,"None","Damage"
"9532","08/01/2015, 22:10","01","08","2015","22:10","22","10",44.8265010169,20.3982344027,"None","Damage"
"7570","08/01/2015, 23:40","01","08","2015","23:40","23","40",44.8173516875,20.4778851008,"None","Injury"
"6812","09/01/2015, 04:20","01","09","2015","04:20","04","20",44.5839379524,20.6432152124,"None","Injury"
"9402","09/01/2015, 07:00","01","09","2015","07:00","07","00",44.7492491641,20.412192704,"None","Injury"
"9917","09/01/2015, 07:20","01","09","2015","07:20","07","20",44.8201592955,20.3987932345,"None","Damage"
"11608","09/01/2015, 08:00","01","09","2015","08:00","08","00",44.8116421323,20.4750664665,"None","Damage"
"7368","09/01/2015, 08:10","01","09","2015","08:10","08","10",44.9131927155,20.2626674636,"None","Damage"
"6726","09/01/2015, 08:30","01","09","2015","08:30","08","30",44.8198461029,20.409531678,"None","Damage"
"11694","09/01/2015, 08:40","01","09","2015","08:40","08","40",44.8108350887,20.4659458253,"None","Injury"
"10335","09/01/2015, 09:30","01","09","2015","09:30","09","30",44.7585226326,20.4741811642,"None","Damage"
"11605","09/01/2015, 09:40","01","09","2015","09:40","09","40",44.8132049749,20.4131392196,"None","Damage"
"9346","09/01/2015, 10:00","01","09","2015","10:00","10","00",44.8005644335,20.4559026007,"None","Damage"
"11524","09/01/2015, 10:30","01","09","2015","10:30","10","30",44.789160718,20.4729818476,"None","Damage"
"11282","09/01/2015, 10:45","01","09","2015","10:45","10","45",44.8176805712,20.5202523712,"None","Injury"
"6725","09/01/2015, 11:10","01","09","2015","11:10","11","10",44.8170314209,20.4727924805,"None","Damage"
"6788","09/01/2015, 12:00","01","09","2015","12:00","12","00",44.8234359766,20.4111011459,"None","Damage"
"6894","09/01/2015, 12:00","01","09","2015","12:00","12","00",44.7813143075,20.4596965207,"None","Damage"
"12071","09/01/2015, 12:00","01","09","2015","12:00","12","00",44.7655029793,20.5635826875,"None","Damage"
"9294","09/01/2015, 12:45","01","09","2015","12:45","12","45",44.8001348333,20.4718206567,"None","Damage"
"10788","09/01/2015, 12:50","01","09","2015","12:50","12","50",44.810604107,20.4009528206,"None","Damage"
"9340","09/01/2015, 13:30","01","09","2015","13:30","13","30",44.8112564903,20.3649777613,"None","Injury"
"6789","09/01/2015, 13:50","01","09","2015","13:50","13","50",44.8192461861,20.2895171877,"None","Damage"
"7369","09/01/2015, 14:00","01","09","2015","14:00","14","00",44.8110373877,20.4553747523,"None","Damage"
"9348","09/01/2015, 14:10","01","09","2015","14:10","14","10",44.7843430235,20.492296552,"None","Damage"
"7370","09/01/2015, 14:45","01","09","2015","14:45","14","45",44.8148775609,20.4398758485,"None","Damage"
"9296","09/01/2015, 15:20","01","09","2015","15:20","15","20",44.7607834522,20.4825229006,"None","Damage"
"7265","09/01/2015, 15:25","01","09","2015","15:25","15","25",44.8052131458,20.460763943,"None","Damage"
"7946","09/01/2015, 15:45","01","09","2015","15:45","15","45",44.7569204804,20.5279649194,"None","Injury"
"9345","09/01/2015, 16:00","01","09","2015","16:00","16","00",44.8170268278,20.4717936532,"None","Damage"
"10787","09/01/2015, 16:30","01","09","2015","16:30","16","30",44.7580672696,20.4225243035,"None","Damage"
"6727","09/01/2015, 16:55","01","09","2015","16:55","16","55",44.7614288156,20.4720706883,"None","Damage"
"10077","09/01/2015, 17:30","01","09","2015","17:30","17","30",44.8001200339,20.4647422696,"None","Damage"
"10021","09/01/2015, 18:20","01","09","2015","18:20","18","20",44.8447080136,20.395009688,"None","Damage"
